,Date,Pairs_Name,Stock_1_Close,Stock_2_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
1310,2020-04-24,2007.HK 3333.HK,9.56999969482422,12.899999618530273,0.7418604633970177,0.6133392522047645,0.08897551096227355,0.702314763167038,0.524363741242491,True,
1310,2020-04-24,2238.HK 2333.HK,6.5,4.9099998474121085,1.3238289617108492,1.494907443947652,0.14151921609830193,1.6364266600459538,1.3533882278493499,,True
1310,2020-04-24,2313.HK 0551.HK,87.05000305175781,11.739999771118164,7.414821528865057,5.2046445192659725,0.8343613619708226,6.039005881236796,4.370283157295152,True,
1257,2020-04-24,2319.HK 600887.SS,27.45000076293945,31.20000076293945,0.8798076952467773,1.0058058332308348,0.06318084778004915,1.0689866810108841,0.9426249854507855,,True
1310,2020-04-24,2333.HK 0489.HK,4.9099998474121085,4.9099998474121085,1.0,0.8198596521302229,0.09591235060754086,0.9157720027377638,0.723947301522682,True,
1310,2020-04-24,2333.HK 1958.HK,4.9099998474121085,3.2300000190734863,1.5201237827919654,1.2806081740620392,0.17358857008966985,1.4541967441517092,1.1070196039723694,True,
1310,2020-04-24,2628.HK 0966.HK,15.84000015258789,12.15999984741211,1.3026316078415872,1.0767089138502708,0.13842093735146488,1.2151298512017357,0.938287976498806,True,
1332,2020-04-24,CFR.SW KER.PA,52.2400016784668,451.3500061035156,0.11574166605081584,0.14412444039661496,0.017746113858866812,0.16187055425548175,0.12637832653774814,,True
1323,2020-04-24,EL OR.PA,166.30999755859375,243.3000030517578,0.6835593730889277,0.7553778336247825,0.06369938744920937,0.8190772210739918,0.6916784461755732,,True
1332,2020-04-24,KER.PA UHR.SW,451.3500061035156,183.8000030517578,2.455658316699897,1.991926897957314,0.30174167678354763,2.293668574740862,1.6901852211737665,True,
1332,2020-04-24,MC.PA CFR.SW,340.8500061035156,52.2400016784668,6.524693628484571,5.237229439357177,0.6758934554137866,5.913122894770964,4.561335983943391,True,
1332,2020-04-24,MC.PA UHR.SW,340.8500061035156,183.8000030517578,1.8544613734719733,1.4772180486278406,0.25477845225739243,1.7319965008852334,1.2224395963704482,True,
1312,2020-04-24,NKE ADS.DE,88.37000274658203,205.3999938964844,0.4302337165166515,0.3397419830111037,0.04461316133669108,0.3843551443477948,0.2951288216744126,True,
1312,2020-04-24,NKE PUM.DE,88.37000274658203,52.97999954223633,1.6679879862236002,1.3821841284580592,0.23649980754159916,1.618683935999658,1.1456843209164598,True,
1337,2020-04-24,SWK HD,107.73999786376952,212.17999267578125,0.507776423710223,0.6521973864510393,0.07529820462309779,0.7274955910741371,0.5768991818279415,,True
885,2020-04-24,YUM YUMC,85.88999938964844,43.95000076293945,1.9542661637920744,2.2794311037882595,0.3098703432455305,2.5893014470337903,1.9695607605427292,,True
